Seed,n,m,eps,gamma,Iteration,Residuum,Schrittweite,Quotient
0,64,64,1,5e-12,24,1.3467611103693131,2.3283064365386963e-10,1.0579698151604657
0,64,64,1,5e-12,25,1.3467611100557468,3.725290298461914e-09,0.9999999997671701
0,64,64,1,5e-12,26,1.346761105038675,4.656612873077393e-10,0.9999999962747128
0,64,64,1,5e-12,27,1.346761104411544,2.3283064365386963e-10,0.9999999995343413
0,64,64,1,5e-12,28,1.3467611040979826,1.0,0.9999999997671737
0,64,64,1,5e-12,29,0.7527651032420248,1.1641532182693481e-10,0.5589447905433851
0,64,64,1,5e-12,30,0.7527651031543906,4.656612873077393e-10,0.9999999998835836
0,64,64,1,5e-12,31,0.7527651028038593,1.862645149230957e-09,0.9999999995343417
0,64,64,1,5e-12,32,0.7527651014017211,4.656612873077393e-10,0.9999999981373496
0,64,64,1,5e-12,33,0.7527651010511864,1.862645149230957e-09,0.9999999995343372
0,64,64,1,5e-12,34,1.4410804832211932,9.313225746154785e-10,1.9143826954900274
0,64,64,1,5e-12,35,1.5744922736128084,9.313225746154785e-10,1.0925776123852602
0,64,64,1,5e-12,36,1.5744922721464483,2.3283064365386963e-10,0.9999999990686774
0,64,64,1,5e-12,37,1.5744922717798615,1.862645149230957e-09,0.9999999997671715
0,64,64,1,5e-12,38,1.5744922688471328,1.862645149230957e-09,0.9999999981373495
0,64,64,1,5e-12,39,1.5744922659144094,9.313225746154785e-10,0.999999998137353
0,64,64,1,5e-12,40,1.5744922644480368,2.3283064365386963e-10,0.9999999990686695
0,64,64,1,5e-12,41,1.574492264081454,1.0,0.999999999767174
0,64,64,1,5e-12,42,0.2982662044308182,2.3283064365386963e-10,0.18943643689784928
0,64,64,1,5e-12,43,0.43180713984173674,1.862645149230957e-09,1.4477239909421011
0,64,64,1,5e-12,44,0.43570314040533364,4.656612873077393e-10,1.0090225478092485
0,64,64,1,5e-12,45,0.4357031402024464,1.1641532182693481e-10,0.9999999995343452
0,64,64,1,5e-12,46,0.4357031401517242,1.862645149230957e-09,0.9999999998835855
0,64,64,1,5e-12,47,0.43570313934017546,2.3283064365386963e-10,0.9999999981373815
0,64,64,1,5e-12,48,0.4357031392387224,1.1641532182693481e-10,0.9999999997671509
0,64,64,1,5e-12,49,0.4583542148755431,9.313225746154785e-10,1.0519874051777491
0,64,64,1,5e-12,50,0.508513133409622,1.862645149230957e-09,1.109432654715957
0,64,64,1,5e-12,51,1.5468603406718628,1.0,3.0419280035110168
0,64,64,1,5e-12,52,0.3459202160272391,2.3283064365386963e-10,0.22362730941630596
0,64,64,1,5e-12,53,0.394234959725217,1.862645149230957e-09,1.1396701940489462
0,64,64,1,5e-12,54,0.3942349589908983,4.656612873077393e-10,0.9999999981373577
0,64,64,1,5e-12,55,0.3942349588073093,2.3283064365386963e-10,0.9999999995343158
0,64,64,1,5e-12,56,0.39423495871553255,1.1641532182693481e-10,0.9999999997672029
0,64,64,1,5e-12,57,0.3942349586696353,2.3283064365386963e-10,0.999999999883579
0,64,64,1,5e-12,58,0.39423495857785407,1.1641532182693481e-10,0.9999999997671914
0,64,64,1,5e-12,59,0.3942349585319723,5.820766091346741e-11,0.9999999998836183
0,64,64,1,5e-12,60,0.3942349585090279,3.725290298461914e-09,0.9999999999418001
0,64,64,1,5e-12,61,0.8367596997922592,0.125,2.1224898546715196
0,64,64,1,5e-12,62,0.7321647373182308,1.0,0.8750000000000049
0,64,64,1,5e-12,63,0.5057171799866458,5.820766091346741e-11,0.6907150183700242
0,64,64,1,5e-12,64,0.5057171799572047,9.313225746154785e-10,0.9999999999417835
0,64,64,1,5e-12,65,0.5057171794862,1.862645149230957e-09,0.9999999990686401
0,64,64,1,5e-12,66,0.5057171785442047,4.656612873077393e-10,0.9999999981373082
0,64,64,1,5e-12,67,0.5057171783087023,1.1641532182693481e-10,0.99999999953432
0,64,64,1,5e-12,68,0.5057171782498077,2.9103830456733704e-11,0.9999999998835423
0,64,64,1,5e-12,69,0.5057171782351173,4.656612873077393e-10,0.9999999999709515
0,64,64,1,5e-12,70,0.5057171779996065,5.820766091346741e-11,0.9999999995343033
0,64,64,1,5e-12,71,0.505717177970186,2.9103830456733704e-11,0.9999999999418243
0,64,64,1,5e-12,72,0.5176729664525253,1.0,1.0236412544464608
0,64,64,1,5e-12,73,0.8869321013233724,2.3283064365386963e-10,1.713305810425608
0,64,64,1,5e-12,74,0.8869321011168738,3.725290298461914e-09,0.9999999997671766
0,64,64,1,5e-12,75,0.8869320978128303,4.656612873077393e-10,0.9999999962747503
0,64,64,1,5e-12,76,0.8869320973998367,2.3283064365386963e-10,0.9999999995343571
0,64,64,1,5e-12,77,0.8869320971933043,5.820766091346741e-11,0.9999999997671385
0,64,64,1,5e-12,78,0.8990721919929829,4.656612873077393e-10,1.013687738709757
0,64,64,1,5e-12,79,0.899072191574283,1.1641532182693481e-10,0.9999999995342977
0,64,64,1,5e-12,80,0.8990721914695436,3.725290298461914e-09,0.9999999998835029
0,64,64,1,5e-12,81,0.8990721881202959,9.313225746154785e-10,0.9999999962747732
0,64,64,1,5e-12,82,0.8990721872829395,4.656612873077393e-10,0.9999999990686439
0,64,64,1,5e-12,83,0.8990721868642881,1.1641532182693481e-10,0.9999999995343518
0,64,64,1,5e-12,84,0.8990721867596332,0.5,0.9999999998835967
0,64,64,1,5e-12,85,0.5247603318633657,1.0,0.5836687416109116
0,64,64,1,5e-12,86,0.038918538591026286,1.1641532182693481e-10,0.0741644065450429
0,64,64,1,5e-12,87,0.0895462714875835,4.656612873077393e-10,2.3008641827119067
0,64,64,1,5e-12,88,0.09824722961649582,3.725290298461914e-09,1.097167173846192
0,64,64,1,5e-12,89,0.09824722925048218,4.656612873077393e-10,0.9999999962745654
0,64,64,1,5e-12,90,0.09824722920472248,2.3283064365386963e-10,0.9999999995342392
0,64,64,1,5e-12,91,0.0982472291818533,3.725290298461914e-09,0.9999999997672283
0,64,64,1,5e-12,92,0.09824722881585732,4.656612873077393e-10,0.999999996274745
0,64,64,1,5e-12,93,0.09824722877011183,2.3283064365386963e-10,0.9999999995343839
0,64,64,1,5e-12,94,0.0982472287472213,1.0,0.999999999767011
0,64,64,1,5e-12,95,0.5225446105430769,7.450580596923828e-09,5.318670228221127
0,64,64,1,5e-12,96,0.661475569882026,1.862645149230957e-09,1.2658738728441945
0,64,64,1,5e-12,97,0.6614755686499021,5.820766091346741e-11,0.99999999813731
0,64,64,1,5e-12,98,0.6647434435036638,3.725290298461914e-09,1.0049402805011098
0,64,64,1,5e-12,99,0.664743441027304,1.862645149230957e-09,0.9999999962747135
0,64,64,1,5e-12,100,0.664743439789133,2.3283064365386963e-10,0.9999999981373701
0,64,64,1,5e-12,101,0.6647434396342838,1.1641532182693481e-10,0.9999999997670543
0,64,64,1,5e-12,102,0.6647434395567989,0.5,0.9999999998834364
0,64,64,1,5e-12,103,0.4565718430022082,7.450580596923828e-09,0.6868391861176036
0,64,64,1,5e-12,104,0.4565718396005558,4.656612873077393e-10,0.999999992549579
0,64,64,1,5e-12,105,0.45657183938788815,5.820766091346741e-11,0.9999999995342077
0,64,64,1,5e-12,106,0.4565718393612725,1.0,0.9999999999417054
0,64,64,1,5e-12,107,0.3406188391709507,1.0,0.7460355847777738
0,64,64,1,5e-12,108,0.015300794746429813,2.9802322387695312e-08,0.044920576864366006
0,64,64,1,5e-12,109,0.015300794290389733,1.4901161193847656e-08,0.999999970195007
0,64,64,1,5e-12,110,0.015300794062415878,7.450580596923828e-09,0.9999999851005216
0,64,64,1,5e-12,111,0.015300793948459148,3.725290298461914e-09,0.9999999925522343
0,64,64,1,5e-12,112,0.015300793891456804,1.862645149230957e-09,0.9999999962745499
0,64,64,1,5e-12,113,0.015300793862984052,9.313225746154785e-10,0.9999999981391324
0,64,64,1,5e-12,114,0.015300793848762775,2.3283064365386963e-10,0.999999999070553
0,64,64,1,5e-12,115,0.01530079384523499,1.0,0.9999999997694378
0,64,64,1,5e-12,116,0.007348199380292922,1.0,0.4802495514035905
0,64,64,1,5e-12,117,0.002233568406659423,1.0,0.30396132318478086
0,64,64,1,5e-12,118,0.0008823300580668193,1.0,0.3950315806026522
0,64,64,1,5e-12,119,5.005645794065039e-05,1.0,0.05673212363446377
0,64,64,1,5e-12,120,4.830510991205017e-14,nan,9.650125458202274e-10
1,64,64,1,5e-12,0,0.0344503213287673,3.637978807091713e-12,nan
1,64,64,1,5e-12,1,0.021671872160614183,2.3283064365386963e-10,0.6290760528412652
1,64,64,1,5e-12,2,0.021671872155568293,2.9103830456733704e-11,0.9999999997671687
1,64,64,1,5e-12,3,0.21537933458943231,1.1641532182693481e-10,9.938196988398786
1,64,64,1,5e-12,4,0.21537933456435912,5.820766091346741e-11,0.9999999998835859
1,64,64,1,5e-12,5,0.21537933455182223,1.1641532182693481e-10,0.9999999999417916
1,64,64,1,5e-12,6,0.21537933452674926,1.1641532182693481e-10,0.9999999998835869
1,64,64,1,5e-12,7,0.32587175213602715,5.820766091346741e-11,1.5130130885215227
1,64,64,1,5e-12,8,0.3258717521170592,1.1641532182693481e-10,0.9999999999417932
1,64,64,1,5e-12,9,0.32587175207912245,1.1641532182693481e-10,0.9999999998835838
1,64,64,1,5e-12,10,0.3581348035707275,5.820766091346741e-11,1.0990053641831818
1,64,64,1,5e-12,11,0.3581348035498809,2.3283064365386963e-10,0.9999999999417912
1,64,64,1,5e-12,12,0.3581348034664959,2.3283064365386963e-10,0.9999999997671686
1,64,64,1,5e-12,13,0.3581348033831113,2.3283064365386963e-10,0.9999999997671699
1,64,64,1,5e-12,14,0.42496726765600124,2.3283064365386963e-10,1.186612592916295
1,64,64,1,5e-12,15,0.4249672675570551,1.1641532182693481e-10,0.9999999997671677
1,64,64,1,5e-12,16,0.42496726750758246,2.3283064365386963e-10,0.9999999998835848
1,64,64,1,5e-12,17,0.4853559281130996,4.656612873077393e-10,1.1421019104828811
1,64,64,1,5e-12,18,0.48535592788708837,4.656612873077393e-10,0.9999999995343393
1,64,64,1,5e-12,19,0.4853559276610757,2.3283064365386963e-10,0.9999999995343363
1,64,64,1,5e-12,20,0.5793592158597698,2.3283064365386963e-10,1.1936790772324442
1,64,64,1,5e-12,21,0.5793592157248776,4.656612873077393e-10,0.99999999976717
1,64,64,1,5e-12,22,0.5793592154550922,9.313225746154785e-10,0.9999999995343383
1,64,64,1,5e-12,23,0.5793592149155226,9.313225746154785e-10,0.9999999990686786
1,64,64,1,5e-12,24,0.5793592143759527,3.725290298461914e-09,0.9999999990686782
1,64,64,1,5e-12,25,0.5793592122176708,4.656612873077393e-10,0.9999999962747086
1,64,64,1,5e-12,26,0.5793592119478855,9.313225746154785e-10,0.9999999995343385
1,64,64,1,5e-12,27,0.5793592114083156,4.656612873077393e-10,0.9999999990686781
1,64,64,1,5e-12,28,0.57935921113853,2.3283064365386963e-10,0.9999999995343379
1,64,64,1,5e-12,29,0.579359211003638,1.0,0.9999999997671704
1,64,64,1,5e-12,30,0.1502305408402798,1.1641532182693481e-10,0.2593046558801263
1,64,64,1,5e-12,31,0.15023054082279133,4.656612873077393e-10,0.999999999883589
1,64,64,1,5e-12,32,0.18334269354299013,3.725290298461914e-09,1.2204089297612073
1,64,64,1,5e-12,33,0.18334269285998478,4.656612873077393e-10,0.9999999962747065
1,64,64,1,5e-12,34,0.24045974697784617,9.313225746154785e-10,1.3115316636124712
1,64,64,1,5e-12,35,0.4124149870428745,9.313225746154785e-10,1.715110292787885
1,64,64,1,5e-12,36,0.41241498665878623,4.656612873077393e-10,0.999999999068685
1,64,64,1,5e-12,37,0.4124149864667385,2.3283064365386963e-10,0.9999999995343338
1,64,64,1,5e-12,38,0.41241498637071755,1.1641532182693481e-10,0.9999999997671739
1,64,64,1,5e-12,39,0.4124149863227055,2.9802322387695312e-08,0.9999999998835832
1,64,64,1,5e-12,40,0.4124149740317813,3.725290298461914e-09,0.999999970197678
1,64,64,1,5e-12,41,0.4124149724954139,1.862645149230957e-09,0.9999999962747051
1,64,64,1,5e-12,42,0.41241497172723457,1.0,0.9999999981373631
1,64,64,1,5e-12,43,0.07257088397738168,5.820766091346741e-11,0.17596568735962145
1,64,64,1,5e-12,44,0.07257088397315703,4.656612873077393e-10,0.9999999999417859
1,64,64,1,5e-12,45,0.10633599815483831,3.725290298461914e-09,1.4652708129360879
1,64,64,1,5e-12,46,0.5933166883903034,3.725290298461914e-09,5.579640937082861
1,64,64,1,5e-12,47,0.5933166861800281,4.656612873077393e-10,0.9999999962747124
1,64,64,1,5e-12,48,0.5933166859037439,4.656612873077393e-10,0.9999999995343394
1,64,64,1,5e-12,49,0.593316685627458,1.1641532182693481e-10,0.9999999995343366
1,64,64,1,5e-12,50,0.5933166855583879,5.820766091346741e-11,0.9999999998835865
1,64,64,1,5e-12,51,0.6355690860140754,5.960464477539063e-08,1.071213909003625
1,64,64,1,5e-12,52,0.6355690481312052,2.9802322387695312e-08,0.9999999403953543
1,64,64,1,5e-12,53,0.6355690291897679,1.4901161193847656e-08,0.9999999701976718
1,64,64,1,5e-12,54,0.6355690197190488,1.0,0.9999999850988348
1,64,64,1,5e-12,55,0.062097382916619474,2.3283064365386963e-10,0.09770360258287829
1,64,64,1,5e-12,56,0.06209738290215699,7.450580596923828e-09,0.9999999997670999
1,64,64,1,5e-12,57,0.062097382439492206,1.862645149230957e-09,0.9999999925493674
1,64,64,1,5e-12,58,0.062097382323829116,4.656612873077393e-10,0.9999999981373918
1,64,64,1,5e-12,59,0.0620973822949109,3.725290298461914e-09,0.9999999995343086
1,64,64,1,5e-12,60,0.06209738206357925,9.313225746154785e-10,0.9999999962746956
1,64,64,1,5e-12,61,0.062097382005744446,4.656612873077393e-10,0.9999999990686435
1,64,64,1,5e-12,62,0.0620973819768297,2.3283064365386963e-10,0.9999999995343645
1,64,64,1,5e-12,63,0.062097381962371,1.0,0.9999999997671609
1,64,64,1,5e-12,64,0.08693241529583402,5.820766091346741e-11,1.3999368821782574
1,64,64,1,5e-12,65,0.08693241529077778,4.656612873077393e-10,0.9999999999418371
1,64,64,1,5e-12,66,0.0869324152503023,7.450580596923828e-09,0.999999999534403
1,64,64,1,5e-12,67,0.08693241460260423,3.725290298461914e-09,0.9999999925494066
1,64,64,1,5e-12,68,0.08693241427875609,1.862645149230957e-09,0.9999999962747136
1,64,64,1,5e-12,69,0.08693241411683024,9.313225746154785e-10,0.9999999981373363
1,64,64,1,5e-12,70,0.08693241403586777,3.725290298461914e-09,0.9999999990686733
1,64,64,1,5e-12,71,0.08693241371201094,1.862645149230957e-09,0.9999999962746137
1,64,64,1,5e-12,72,0.08693241355008609,9.313225746154785e-10,0.9999999981373479
1,64,64,1,5e-12,73,0.12016499529831366,1.0,1.3822806751946515
1,64,64,1,5e-12,74,0.060363468277731855,4.656612873077393e-10,0.502338206961832
1,64,64,1,5e-12,75,0.06036346824962706,7.450580596923828e-09,0.9999999995344072
1,64,64,1,5e-12,76,0.06036346779988376,3.725290298461914e-09,0.9999999925494125
1,64,64,1,5e-12,77,0.06036346757500813,1.862645149230957e-09,0.9999999962746403
1,64,64,1,5e-12,78,0.06036346746257652,2.3283064365386963e-10,0.999999998137423
1,64,64,1,5e-12,79,0.06036346744852768,0.25,0.9999999997672625
1,64,64,1,5e-12,80,0.04527260058639877,2.384185791015625e-07,0.75000000000005
1,64,64,1,5e-12,81,0.045272589792556175,2.9802322387695312e-08,0.9999997615811228
1,64,64,1,5e-12,82,0.045272588443329626,1.4901161193847656e-08,0.9999999701977166
1,64,64,1,5e-12,83,0.04527258776871768,1.862645149230957e-09,0.9999999850988873
1,64,64,1,5e-12,84,0.04527258768438031,2.3283064365386963e-10,0.9999999981371206
1,64,64,1,5e-12,85,0.04527258767383481,1.0,0.9999999997670665
1,64,64,1,5e-12,86,0.009937173628640932,2.9802322387695312e-08,0.21949647986178838
1,64,64,1,5e-12,87,0.1373912085181619,3.725290298461914e-09,13.825984495447761
1,64,64,1,5e-12,88,0.1373912080063426,1.862645149230957e-09,0.9999999962747305
1,64,64,1,5e-12,89,0.13739120775044186,4.656612873077393e-10,0.99999999813743
1,64,64,1,5e-12,90,0.13739120768647778,2.3283064365386963e-10,0.9999999995344383
1,64,64,1,5e-12,91,0.13739120765448773,1.0,0.9999999997671609
1,64,64,1,5e-12,92,0.006997748129907902,1.0,0.05093301274056694
1,64,64,1,5e-12,93,0.0022854393286015906,1.0,0.326596397322987
1,64,64,1,5e-12,94,0.0009362426777041431,5.960464477539063e-08,0.4096554504805031
1,64,64,1,5e-12,95,0.0009362426218964652,1.4901161193847656e-08,0.9999999403918671
1,64,64,1,5e-12,96,0.0009362426079454339,3.725290298461914e-09,0.9999999850989145
1,64,64,1,5e-12,97,0.0009362426044576752,9.313225746154785e-10,0.9999999962747277
1,64,64,1,5e-12,98,0.0009362426035884001,2.3283064365386963e-10,0.9999999990715279
1,64,64,1,5e-12,99,0.0009362426033693062,5.820766091346741e-11,0.9999999997659861
1,64,64,1,5e-12,100,0.0014972722967355363,1.0,1.5992353812433044
1,64,64,1,5e-12,101,0.0013493030933221378,1.0,0.9011741526668116
1,64,64,1,5e-12,102,0.00022462159284440328,1.0,0.1664723025953786
1,64,64,1,5e-12,103,8.755431837250902e-06,1.0,0.03897858494537452
1,64,64,1,5e-12,104,1.4391265956703592e-14,nan,1.6436957335987066e-09
2,64,64,1,5e-12,0,0.03362188788010952,3.637978807091713e-12,nan
2,64,64,1,5e-12,1,0.02227129683807981,2.3283064365386963e-10,0.662404708429694
2,64,64,1,5e-12,2,0.11354272678250221,5.820766091346741e-11,5.098164135119653
2,64,64,1,5e-12,3,0.23337054144421507,5.820766091346741e-11,2.055354385589577
2,64,64,1,5e-12,4,0.23337054143063088,1.1641532182693481e-10,0.9999999999417913
2,64,64,1,5e-12,5,0.30555641259272315,1.1641532182693481e-10,1.3093186942943673
2,64,64,1,5e-12,6,0.3055564125571518,5.820766091346741e-11,0.9999999998835851
2,64,64,1,5e-12,7,0.30555641253936616,2.3283064365386963e-10,0.9999999999417926
2,64,64,1,5e-12,8,0.30555641246822346,1.1641532182693481e-10,0.99999999976717
2,64,64,1,5e-12,9,0.3287744679723036,4.656612873077393e-10,1.0759861503691883
2,64,64,1,5e-12,10,0.4840902687020022,1.1641532182693481e-10,1.4724083402449082
2,64,64,1,5e-12,11,0.4840902686456464,1.1641532182693481e-10,0.9999999998835841
2,64,64,1,5e-12,12,0.48409026858929105,2.3283064365386963e-10,0.999999999883585
2,64,64,1,5e-12,13,0.4840902684765802,4.656612873077393e-10,0.9999999997671698
2,64,64,1,5e-12,14,0.484090268251158,1.1641532182693481e-10,0.9999999995343384
2,64,64,1,5e-12,15,0.4840902681948024,4.656612873077393e-10,0.9999999998835846
2,64,64,1,5e-12,16,0.48409026796938015,4.656612873077393e-10,0.9999999995343384
2,64,64,1,5e-12,17,0.48409026774395814,9.313225746154785e-10,0.9999999995343389
2,64,64,1,5e-12,18,0.4840902672931138,4.656612873077393e-10,0.9999999990686771
2,64,64,1,5e-12,19,0.48409026706769176,2.3283064365386963e-10,0.9999999995343389
2,64,64,1,5e-12,20,0.4840902669549806,1.862645149230957e-09,0.9999999997671691
2,64,64,1,5e-12,21,0.4840902660532922,2.3283064365386963e-10,0.9999999981373549
2,64,64,1,5e-12,22,0.48409026594058135,2.3283064365386963e-10,0.9999999997671698
2,64,64,1,5e-12,23,0.48409026582786985,1.862645149230957e-09,0.9999999997671684
2,64,64,1,5e-12,24,0.5131062292331652,4.656612873077393e-10,1.0599391589824132
2,64,64,1,5e-12,25,0.5131062289942315,1.1641532182693481e-10,0.9999999995343388
2,64,64,1,5e-12,26,0.5131062289344976,3.725290298461914e-09,0.9999999998835838
2,64,64,1,5e-12,27,0.5131062270230287,1.862645149230957e-09,0.999999996274711
2,64,64,1,5e-12,28,0.5131062260672946,9.313225746154785e-10,0.9999999981373564
2,64,64,1,5e-12,29,0.5131062255894265,3.725290298461914e-09,0.9999999990686761
2,64,64,1,5e-12,30,0.513106223677958,1.862645149230957e-09,0.9999999962747118
2,64,64,1,5e-12,31,0.5131062227222238,2.3283064365386963e-10,0.9999999981373562
2,64,64,1,5e-12,32,0.5131062226027564,7.450580596923828e-09,0.9999999997671682
2,64,64,1,5e-12,33,0.5131062187798172,3.725290298461914e-09,0.9999999925494195
2,64,64,1,5e-12,34,0.5131062168683477,4.656612873077393e-10,0.9999999962747098
2,64,64,1,5e-12,35,0.5131062166294148,1.0,0.9999999995343404
2,64,64,1,5e-12,36,0.3034350593703678,1.1641532182693481e-10,0.5913689008946862
2,64,64,1,5e-12,37,0.30343505933504467,2.3283064365386963e-10,0.9999999998835891
2,64,64,1,5e-12,38,0.30343505926439396,9.313225746154785e-10,0.9999999997671637
2,64,64,1,5e-12,39,0.30343505898180195,1.862645149230957e-09,0.9999999990686903
2,64,64,1,5e-12,40,0.30343505841661605,9.313225746154785e-10,0.9999999981373744
2,64,64,1,5e-12,41,0.351701200941079,1.862645149230957e-09,1.1590658072812192
2,64,64,1,5e-12,42,0.35170120028598845,3.725290298461914e-09,0.9999999981373662
2,64,64,1,5e-12,43,0.3517011989757963,2.3283064365386963e-10,0.999999996274701
2,64,64,1,5e-12,44,0.3517011988939075,1.0,0.9999999997671636
2,64,64,1,5e-12,45,0.2771186789523421,5.820766091346741e-11,0.7879378285427352
2,64,64,1,5e-12,46,0.2771186789362108,2.3283064365386963e-10,0.9999999999417891
2,64,64,1,5e-12,47,0.27711867887168895,3.725290298461914e-09,0.9999999997671689
2,64,64,1,5e-12,48,0.3621300709539992,4.656612873077393e-10,1.3067688992616484
2,64,64,1,5e-12,49,0.3621300707853693,2.3283064365386963e-10,0.9999999995343389
2,64,64,1,5e-12,50,0.3621300707010539,1.1641532182693481e-10,0.9999999997671682
2,64,64,1,5e-12,51,0.3621300706588958,3.725290298461914e-09,0.999999999883583
2,64,64,1,5e-12,52,0.3621300693098561,4.656612873077393e-10,0.9999999962747095
2,64,64,1,5e-12,53,0.3621300691412263,9.313225746154785e-10,0.9999999995343392
2,64,64,1,5e-12,54,0.36213006880396675,2.3283064365386963e-10,0.9999999990686784
2,64,64,1,5e-12,55,0.36213006871965187,4.656612873077393e-10,0.9999999997671696
2,64,64,1,5e-12,56,0.3621300685510214,3.725290298461914e-09,0.9999999995343374
2,64,64,1,5e-12,57,0.3621300672019821,1.862645149230957e-09,0.9999999962747106
2,64,64,1,5e-12,58,0.36213006652746177,1.1641532182693481e-10,0.9999999981373534
2,64,64,1,5e-12,59,0.3699231557255471,7.450580596923828e-09,1.021520138531481
2,64,64,1,5e-12,60,0.36992315296940553,3.725290298461914e-09,0.9999999925494213
2,64,64,1,5e-12,61,0.36992315159133754,9.313225746154785e-10,0.9999999962747181
2,64,64,1,5e-12,62,0.36992315124681735,2.3283064365386963e-10,0.9999999990686709
2,64,64,1,5e-12,63,0.3699231511606894,1.1641532182693481e-10,0.9999999997671735
2,64,64,1,5e-12,64,0.36992315111762347,1.0,0.9999999998835813
2,64,64,1,5e-12,65,0.08279338799830753,2.9103830456733704e-11,0.22381239927311805
2,64,64,1,5e-12,66,0.08279338799589746,4.656612873077393e-10,0.9999999999708905
2,64,64,1,5e-12,67,0.18290483341769792,3.725290298461914e-09,2.2091719863760275
2,64,64,1,5e-12,68,0.22815424648250168,3.725290298461914e-09,1.2473932056320685
2,64,64,1,5e-12,69,0.22815424563256356,4.656612873077393e-10,0.9999999962747215
2,64,64,1,5e-12,70,0.24957284954098632,1.1641532182693481e-10,1.093877735428675
2,64,64,1,5e-12,71,0.24957284951193834,5.820766091346741e-11,0.9999999998836092
2,64,64,1,5e-12,72,0.2495728494974144,7.450580596923828e-09,0.9999999999418048
2,64,64,1,5e-12,73,0.24957284763794932,3.725290298461914e-09,0.9999999925494096
2,64,64,1,5e-12,74,0.24957284670822608,4.656612873077393e-10,0.999999996274742
2,64,64,1,5e-12,75,0.2495728465920045,1.1641532182693481e-10,0.999999999534318
2,64,64,1,5e-12,76,0.24957284656295217,1.0,0.9999999998835918
2,64,64,1,5e-12,77,0.06956771780223248,2.3283064365386963e-10,0.2787471424087185
2,64,64,1,5e-12,78,0.13785278127441125,7.450580596923828e-09,1.981562506711805
2,64,64,1,5e-12,79,0.13785278024733402,1.862645149230957e-09,0.9999999925494631
2,64,64,1,5e-12,80,0.13785277999056647,9.313225746154785e-10,0.9999999981373785
2,64,64,1,5e-12,81,0.13785277986218092,4.656612873077393e-10,0.9999999990686763
2,64,64,1,5e-12,82,0.13785277979798594,2.3283064365386963e-10,0.9999999995343222
2,64,64,1,5e-12,83,0.13785277976588978,2.3283064365386963e-10,0.9999999997671708
2,64,64,1,5e-12,84,0.13785277973379273,1.1641532182693481e-10,0.9999999997671644
2,64,64,1,5e-12,85,0.13785277971775176,7.450580596923828e-09,0.999999999883637
2,64,64,1,5e-12,86,0.13785277869066206,9.313225746154785e-10,0.9999999925493727
2,64,64,1,5e-12,87,0.13785277856227207,1.1641532182693481e-10,0.9999999990686441
2,64,64,1,5e-12,88,0.13785277854622666,1.4901161193847656e-08,0.9999999998836047
2,64,64,1,5e-12,89,0.1378527764920571,1.1641532182693481e-10,0.9999999850988165
2,64,64,1,5e-12,90,0.14823857239611354,0.5,1.0753397658599562
2,64,64,1,5e-12,91,0.07411928619804745,1.0,0.4999999999999371
2,64,64,1,5e-12,92,0.023004649183798877,1.4901161193847656e-08,0.31037332337942697
2,64,64,1,5e-12,93,0.023004648840996383,9.313225746154785e-10,0.9999999850985558
2,64,64,1,5e-12,94,0.023004648819579834,2.3283064365386963e-10,0.9999999990690338
